ano,sigla_uf,rede,ensino,anos_escolares,taxa_aprovacao,indicador_rendimento,nota_saeb_matematica,nota_saeb_lingua_portuguesa,nota_saeb_media_padronizada,ideb,projecao
2009,BA,total,medio,todos (1-4),69.7,0.74048299,266.89,264.79,4.402041,3.3,3.1
2009,CE,estadual,fundamental,finais (6-9),82.2,0.81182599,233.02,235.72,4.479167,3.6,2.9
2009,CE,estadual,fundamental,iniciais (1-5),85,0.858289,193.38,179.72,4.9266372,4.2,3.6
2009,CE,estadual,medio,todos (1-4),78,0.80933398,258.2,255.88,4.1467481,3.4,3.1
2009,CE,privada,fundamental,finais (6-9),94,0.93949199,277.95,268.58,5.7756672,5.4,5.7
2009,CE,privada,fundamental,iniciais (1-5),96.5,0.96475202,228.13,210.83,6.1568952,5.9,5.8
2009,CE,privada,medio,todos (1-4),93.8,0.92088401,328.41,311.27,5.961894,5.5,5.6
2009,CE,publica,fundamental,finais (6-9),83.1,0.83311898,230.78,231.66,4.3743329,3.6,3
2009,CE,publica,fundamental,iniciais (1-5),87.5,0.87636298,187.5,172.28,4.679131,4.1,3.2
2009,CE,total,fundamental,finais (6-9),84.5,0.84702998,238.83,237.96,4.6131668,3.9,3.3
2009,CE,total,fundamental,iniciais (1-5),89,0.89126301,195.71,180.07,4.9775238,4.4,3.6
2009,CE,total,medio,todos (1-4),79.9,0.82415003,267.3,263.05,4.3818922,3.6,3.4
2009,DF,estadual,fundamental,finais (6-9),80.2,0.80628598,249.36,242.86,4.8705001,3.9,3.4
2009,DF,estadual,fundamental,iniciais (1-5),90.9,0.91281599,223.3,200.92,5.8843389,5.4,4.8
2009,DF,estadual,medio,todos (1-4),71.5,0.732867,264.27,263.1,4.3400841,3.2,3.1
2009,DF,privada,fundamental,finais (6-9),93.9,0.93893999,294.73,276.76,6.1915002,5.8,6.1
2009,DF,privada,fundamental,iniciais (1-5),98.8,0.988199,242.17,221.72,6.6232562,6.5,6.7
2009,DF,privada,medio,todos (1-4),91.1,0.91303003,335,315.19,6.1129842,5.6,6
2009,DF,publica,fundamental,finais (6-9),80.3,0.80344403,249.36,242.86,4.8705001,3.9,3.4
2009,DF,publica,fundamental,iniciais (1-5),90.9,0.91281599,223.3,200.92,5.8843389,5.4,4.8
2009,DF,total,fundamental,finais (6-9),83.6,0.83845001,262.47,252.66,5.2521672,4.4,4
2009,DF,total,fundamental,iniciais (1-5),92.8,0.92984003,227.94,206.05,6.0661321,5.6,5.2
2009,DF,total,medio,todos (1-4),76.6,0.77939302,285.64,278.85,4.875854,3.8,3.7
2009,ES,estadual,fundamental,finais (6-9),79.1,0.79138702,246.36,240.63,4.7833328,3.8,3.7
2009,ES,estadual,fundamental,iniciais (1-5),91.3,0.92198902,210.72,188.77,5.422955,5,4.1
2009,ES,estadual,medio,todos (1-4),71.3,0.72249901,277.55,271.58,4.6535468,3.4,3.2
2009,ES,privada,fundamental,finais (6-9),94.3,0.943165,306.51,287.39,6.5650001,6.2,6.1
2009,ES,privada,fundamental,iniciais (1-5),98.7,0.98699701,255.16,231.13,7.0422592,7,6.6
2009,ES,privada,medio,todos (1-4),94.1,0.94367599,334.67,312.94,6.0748072,5.7,5.8
2009,ES,publica,fundamental,finais (6-9),77.9,0.78138,248.86,243.96,4.8803329,3.8,3.7
2009,ES,publica,fundamental,iniciais (1-5),89.8,0.903422,207.74,187.77,5.3474512,4.8,4.4
2009,ES,total,fundamental,finais (6-9),79.8,0.80028301,257.14,250.19,5.1224999,4.1,4
2009,ES,total,fundamental,iniciais (1-5),90.8,0.91253901,213.77,193.28,5.563271,5.1,4.6
2009,ES,total,medio,todos (1-4),74.8,0.77208298,286.95,278.39,4.8873658,3.8,3.9
2009,GO,estadual,fundamental,finais (6-9),79.2,0.79188198,236.6,235.22,4.5304999,3.6,3.5
2009,GO,estadual,fundamental,iniciais (1-5),91.6,0.91753203,206.44,189.02,5.3453498,4.9,4.3
2009,GO,estadual,medio,todos (1-4),71.9,0.73167402,260.1,257.14,4.1921458,3.1,3
2009,GO,privada,fundamental,finais (6-9),94.4,0.94349098,291.13,276.38,6.1251669,5.8,5.5
2009,GO,privada,fundamental,iniciais (1-5),97.9,0.97919703,233.78,218.13,6.3976421,6.3,6
2009,GO,privada,medio,todos (1-4),92.4,0.94361001,338.97,316.26,6.1847601,5.8,5.9
2009,GO,publica,fundamental,finais (6-9),80.4,0.80775499,237.57,236.47,4.5675001,3.7,3.5
2009,GO,publica,fundamental,iniciais (1-5),89.4,0.89316702,203.05,185.77,5.2218299,4.7,4.2
2009,GO,total,fundamental,finais (6-9),82.4,0.823466,245.5,242.39,4.7985001,4,3.7
2009,GO,total,fundamental,iniciais (1-5),90.7,0.90654898,207.91,190.89,5.4078269,4.9,4.5
2009,GO,total,medio,todos (1-4),74.7,0.76199502,271.39,265.58,4.4770699,3.4,3.4
2009,MA,estadual,fundamental,finais (6-9),85.4,0.852835,226.33,229.88,4.2703328,3.6,3.4
2009,MA,estadual,fundamental,iniciais (1-5),86.6,0.88197201,181.82,167.35,4.480741,4,3.6
2009,MA,estadual,medio,todos (1-4),77.1,0.80609798,242.44,243.5,3.7400701,3,2.6
2009,MA,privada,fundamental,finais (6-9),95.1,0.95073497,272.23,259.77,5.5336671,5.3,5.4
2009,MA,privada,fundamental,iniciais (1-5),97.3,0.97358,213.16,198.6,5.648016,5.5,5.3
2009,MA,privada,medio,todos (1-4),93.3,0.93445098,294,286.76,5.111692,4.8,4.8
2009,MA,publica,fundamental,finais (6-9),82.5,0.82954299,223.25,225.28,4.1424999,3.4,3
2009,MA,publica,fundamental,iniciais (1-5),86.4,0.87168002,175.67,160.41,4.2371802,3.7,3.1
2009,MA,total,fundamental,finais (6-9),83.3,0.83737803,228.49,228.97,4.2909999,3.6,3.2
2009,MA,total,fundamental,iniciais (1-5),87.3,0.879489,179.82,164.61,4.3928661,3.9,3.3
2009,MA,total,medio,todos (1-4),78.5,0.81899703,247,247.33,3.86116,3.2,2.9
2009,MG,estadual,fundamental,finais (6-9),80,0.801274,258.82,251.16,5.1665001,4.1,3.8
2009,MG,estadual,fundamental,iniciais (1-5),96.7,0.96855903,227.75,202.66,6.0006452,5.8,5.3
2009,MG,estadual,medio,todos (1-4),76.6,0.79299301,276.76,267.76,4.5851259,3.6,3.6
2009,MG,privada,fundamental,finais (6-9),94.1,0.94021797,326.07,298.29,7.0728331,6.7,6.6
2009,MG,privada,fundamental,iniciais (1-5),98.5,0.98439699,260.66,236.38,7.2428489,7.1,7.2
2009,MG,privada,medio,todos (1-4),92.4,0.941939,348.29,323.79,6.428524,6.1,6.3
2009,MG,publica,fundamental,finais (6-9),80.6,0.80678999,257.54,249.94,5.1248331,4.1,3.7
2009,MG,publica,fundamental,iniciais (1-5),92.9,0.93068099,224.35,199.57,5.8794708,5.5,4.9
2009,MG,total,fundamental,finais (6-9),81.7,0.81784999,264.2,254.64,5.314333,4.3,3.9
2009,MG,total,fundamental,iniciais (1-5),93.4,0.93520802,227.72,203,6.0064468,5.6,5.1
2009,MG,total,medio,todos (1-4),78.4,0.81151903,285.7,274.77,4.8157678,3.9,3.9
2009,MS,estadual,fundamental,finais (6-9),71.9,0.720339,251.57,249.41,5.0163331,3.6,3.1
2009,MS,estadual,fundamental,iniciais (1-5),82.8,0.83161497,205.58,186.3,5.2796221,4.4,3.6
2009,MS,estadual,medio,todos (1-4),68.2,0.729123,282.41,279.14,4.8348389,3.5,3
2009,MS,privada,fundamental,finais (6-9),95.1,0.95068198,305.13,287.76,6.5483332,6.2,5.8
2009,MS,privada,fundamental,iniciais (1-5),98.3,0.98334098,244.82,225.55,6.743187,6.6,6.4
2009,MS,privada,medio,todos (1-4),94.1,0.94186997,335.51,316.45,6.1392989,5.8,5.9
2009,MS,publica,fundamental,finais (6-9),75.7,0.76148999,253.67,251.61,5.0881672,3.9,3.3
2009,MS,publica,fundamental,iniciais (1-5),84.5,0.84735203,205.16,186.19,5.2696052,4.5,3.8
2009,MS,total,fundamental,finais (6-9),77.4,0.77790099,259.79,255.91,5.2616668,4.1,3.5
2009,MS,total,fundamental,iniciais (1-5),85.7,0.85912502,208.64,189.63,5.3988552,4.6,4
2009,MS,total,medio,todos (1-4),71.7,0.75704002,291.39,285.47,5.0557141,3.8,3.4
2009,MT,estadual,fundamental,finais (6-9),90.5,0.904607,240.94,239.52,4.6745,4.2,3.1
2009,MT,estadual,fundamental,iniciais (1-5),97.1,0.97035402,199.07,181.88,5.0746489,4.9,4
2009,MT,estadual,medio,todos (1-4),70.4,0.71895403,254.61,253.55,4.0611558,2.9,2.7
2009,MT,privada,fundamental,finais (6-9),96.6,0.96667802,290.97,269.1,6.0011668,5.8,5.3
2009,MT,privada,fundamental,iniciais (1-5),98.2,0.98138899,234.05,212.5,6.3003879,6.2,5.8
2009,MT,privada,medio,todos (1-4),94.7,0.96005201,332.67,312.29,6.0369859,5.8,5.4
2009,MT,publica,fundamental,finais (6-9),89.3,0.89330298,242.03,240.27,4.7053332,4.2,3.1
2009,MT,publica,fundamental,iniciais (1-5),94,0.93975198,199.02,181.52,5.0671449,4.8,3.9
2009,MT,total,fundamental,finais (6-9),89.9,0.89865202,247.11,243.27,4.8398328,4.3,3.3
2009,MT,total,fundamental,iniciais (1-5),94.3,0.94284999,202.33,184.46,5.184062,4.9,4
2009,MT,total,medio,todos (1-4),72.6,0.73992598,263.69,260.38,4.2909298,3.2,3.2
2009,PA,estadual,fundamental,finais (6-9),72.3,0.72439098,227.55,229.88,4.290833,3.1,3.3
2009,PA,estadual,fundamental,iniciais (1-5),80.3,0.81747502,181.97,168.19,4.4992599,3.7,3.2
2009,PA,estadual,medio,todos (1-4),66,0.725366,256.76,257.25,4.1467419,3,2.7
2009,PA,privada,fundamental,finais (6-9),95.4,0.95399302,,,,,5.4
2009,PA,privada,fundamental,iniciais (1-5),96.9,0.96836102,,,,,5.8
2009,PA,privada,medio,todos (1-4),95,0.95003903,,,,,5.2
2009,PA,publica,fundamental,finais (6-9),77.2,0.77753901,229.96,231.72,4.3614998,3.4,3.3
2009,PA,publica,fundamental,iniciais (1-5),76.9,0.78123701,185.05,169.82,4.5875788,3.6,3
2009,PA,total,fundamental,finais (6-9),78.3,0.78855997,229.96,231.72,4.3614998,3.4,3.5
2009,PA,total,fundamental,iniciais (1-5),77.8,0.79016399,185.05,169.82,4.5875788,3.6,3.1
2009,PA,total,medio,todos (1-4),68.1,0.73741901,256.76,257.25,4.1467419,3.1,2.9
2009,PB,estadual,fundamental,finais (6-9),67.1,0.67162102,228.72,225.88,4.2433329,2.8,2.7
2009,PB,estadual,fundamental,iniciais (1-5),80.4,0.804317,187.14,168.94,4.611505,3.7,3.4
2009,PB,estadual,medio,todos (1-4),71.3,0.75382698,252.16,251.38,3.994401,3,2.7
2009,PB,privada,fundamental,finais (6-9),94.2,0.94117701,289.01,274.01,6.0506668,5.7,5.3
2009,PB,privada,fundamental,iniciais (1-5),97.5,0.97455502,221.91,205.88,5.947823,5.8,5.8
2009,PB,privada,medio,todos (1-4),93.6,0.94385499,319.79,304.61,5.7412672,5.4,5.1
2009,PB,publica,fundamental,finais (6-9),68.8,0.69583797,228.39,225.61,4.2336669,2.9,2.7
2009,PB,publica,fundamental,iniciais (1-5),79.1,0.792849,186.5,168.44,4.5901718,3.6,3.1
2009,PB,total,fundamental,finais (6-9),71,0.71655798,236.69,232.24,4.4821668,3.2,2.9
2009,PB,total,fundamental,iniciais (1-5),81,0.81150597,192.17,174.46,4.8080268,3.9,3.4
2009,PB,total,medio,todos (1-4),74.1,0.77917898,264.16,260.82,4.3041182,3.4,3.1
2009,PE,estadual,fundamental,finais (6-9),71.6,0.71747798,228.14,225.94,4.2348328,3,2.6
2009,PE,estadual,fundamental,iniciais (1-5),85.1,0.86965799,185.35,166.08,4.525269,3.9,3.5
2009,PE,estadual,medio,todos (1-4),74.8,0.78401601,248.69,246.96,3.8793571,3,2.8
2009,PE,privada,fundamental,finais (6-9),93.8,0.93770498,294.01,277.25,6.1878328,5.8,5.6
2009,PE,privada,fundamental,iniciais (1-5),96.7,0.96514797,222.5,205.83,5.9583688,5.8,5.8
2009,PE,privada,medio,todos (1-4),93.7,0.94220197,323.22,308.11,5.8416958,5.5,5.4
2009,PE,publica,fundamental,finais (6-9),71.7,0.72149801,226.3,223.36,4.1611671,3,2.6
2009,PE,publica,fundamental,iniciais (1-5),83,0.83638,180.77,162.91,4.3799119,3.7,3.2
2009,PE,total,fundamental,finais (6-9),74.7,0.75093001,237.27,232.08,4.4891672,3.4,2.9
2009,PE,total,fundamental,iniciais (1-5),85.5,0.86072803,190.17,172.58,4.7356138,4.1,3.6
2009,PE,total,medio,todos (1-4),77,0.80257899,258.8,255.27,4.1458931,3.3,3.2
2009,PI,estadual,fundamental,finais (6-9),77.1,0.77498901,232.22,230.24,4.3743329,3.4,2.8
2009,PI,estadual,fundamental,iniciais (1-5),80.3,0.80381799,189.77,174.07,4.755075,3.8,2.9
2009,PI,estadual,medio,todos (1-4),68.8,0.71733803,244.53,241.13,3.7339449,2.7,2.4
2009,PI,privada,fundamental,finais (6-9),91.9,0.91867,293.02,272.82,6.0974998,5.6,5.5
2009,PI,privada,fundamental,iniciais (1-5),96.7,0.96618098,224.3,209.05,6.0511532,5.8,5.8
2009,PI,privada,medio,todos (1-4),90.8,0.92903602,333.42,316.22,6.1063519,5.7,5.6
2009,PI,publica,fundamental,finais (6-9),79,0.797683,233.94,230.58,4.4089999,3.5,2.9
2009,PI,publica,fundamental,iniciais (1-5),80.2,0.80750602,189.19,172.21,4.7101579,3.8,3
2009,PI,total,fundamental,finais (6-9),80.3,0.80902201,244.47,238.11,4.71,3.8,3.3
2009,PI,total,fundamental,iniciais (1-5),81.6,0.820521,194.22,177.47,4.9019408,4,3.2
2009,PI,total,medio,todos (1-4),71.2,0.75406402,256.1,250.91,4.0427032,3,3.1
2009,PR,estadual,fundamental,finais (6-9),82.6,0.82686698,250.77,246.27,4.9510002,4.1,3.5
2009,PR,estadual,fundamental,iniciais (1-5),93.6,0.91147101,219.36,196.97,5.7370129,5.2,5.4
2009,PR,estadual,medio,todos (1-4),78.6,0.82303298,281.72,274.85,4.760777,3.9,3.4
2009,PR,privada,fundamental,finais (6-9),96.5,0.96522802,316.36,290.73,6.7849998,6.5,6.3
2009,PR,privada,fundamental,iniciais (1-5),98.5,0.98478502,253.36,228.16,6.9542131,6.8,6.7
2009,PR,privada,medio,todos (1-4),95.7,0.96741199,344.51,317,6.273787,6.1,5.9
2009,PR,publica,fundamental,finais (6-9),82.6,0.826837,250.97,246.44,4.9569998,4.1,3.5
2009,PR,publica,fundamental,iniciais (1-5),93.5,0.93322498,219.25,193.8,5.6774378,5.3,4.8
2009,PR,total,fundamental,finais (6-9),83.8,0.83910799,257.35,250.77,5.1353331,4.3,3.7
2009,PR,total,fundamental,iniciais (1-5),94.1,0.93861198,222.67,197.25,5.8053598,5.4,5
2009,PR,total,medio,todos (1-4),80.6,0.83815598,290.76,280.92,4.9787521,4.2,3.7
2009,RJ,estadual,fundamental,finais (6-9),67.2,0.67362797,238.53,235.8,4.5725002,3.1,3.1
2009,RJ,estadual,fundamental,iniciais (1-5),79.3,0.80719298,195.72,177.39,4.9291458,4,4.1
2009,RJ,estadual,medio,todos (1-4),62,0.67777503,258.3,253.19,4.107883,2.8,2.9
2009,RJ,privada,fundamental,finais (6-9),91.8,0.91744399,294.23,278.26,6.2081671,5.7,5.6
2009,RJ,privada,fundamental,iniciais (1-5),96.6,0.965464,229.61,209.47,6.1600618,5.9,6.1
2009,RJ,privada,medio,todos (1-4),89.6,0.899423,344.7,323.07,6.3673329,5.7,5.2
2009,RJ,publica,fundamental,finais (6-9),71.1,0.71455503,243.27,241.58,4.7478328,3.4,3.4
2009,RJ,publica,fundamental,iniciais (1-5),84,0.84088802,205,186.72,5.27637,4.4,4.4
2009,RJ,total,fundamental,finais (6-9),74.5,0.748182,254.74,249.83,5.076333,3.8,3.8
2009,RJ,total,fundamental,iniciais (1-5),86.3,0.86293203,210.89,192.16,5.4878688,4.7,4.7
2009,RJ,total,medio,todos (1-4),66.6,0.71649802,277.01,268.32,4.5970201,3.3,3.4
2009,RN,estadual,fundamental,finais (6-9),66.1,0.659428,232.05,228.72,4.3464999,2.9,2.7
2009,RN,estadual,fundamental,iniciais (1-5),78.7,0.79818898,179.71,162.53,4.3529282,3.5,2.9
2009,RN,estadual,medio,todos (1-4),67.6,0.71530199,250.66,250.47,3.959861,2.8,2.7
2009,RN,privada,fundamental,finais (6-9),93.1,0.93097699,287.69,270.79,5.9746671,5.6,5.2
2009,RN,privada,fundamental,iniciais (1-5),95.8,0.95759398,224.07,207.94,6.0263758,5.8,5.4
2009,RN,privada,medio,todos (1-4),91.6,0.804205,312.8,294.94,5.4981828,4.4,5.2
2009,RN,publica,fundamental,finais (6-9),66.2,0.67093301,231.3,227.75,4.317667,2.9,2.7
2009,RN,publica,fundamental,iniciais (1-5),80.8,0.80808198,179.3,161.91,4.3336339,3.5,2.8
2009,RN,total,fundamental,finais (6-9),70,0.70704901,241.99,235.91,4.6318331,3.3,3
2009,RN,total,fundamental,iniciais (1-5),83.2,0.83277899,188.25,171.11,4.6721792,3.9,3.1
2009,RN,total,medio,todos (1-4),71.1,0.74427003,259.67,256.92,4.182673,3.1,3
2009,RO,estadual,fundamental,finais (6-9),73.5,0.73755801,240.55,237.91,4.6411672,3.4,3.4
2009,RO,estadual,fundamental,iniciais (1-5),87.4,0.87534499,199.72,180.83,5.068151,4.4,4
2009,RO,estadual,medio,todos (1-4),74.4,0.79955697,275.45,271.1,4.6168671,3.7,3.1
2009,RO,privada,fundamental,finais (6-9),94.3,0.94320297,,,,,6
2009,RO,privada,fundamental,iniciais (1-5),97.8,0.977561,,,,,6
2009,RO,privada,medio,todos (1-4),94.3,0.94772601,,,,,5.1
2009,RO,publica,fundamental,finais (6-9),75,0.75428498,240.25,237.47,4.6290002,3.5,3.3
2009,RO,publica,fundamental,iniciais (1-5),86.5,0.86589003,196.97,178.17,4.9672189,4.3,3.9
2009,RO,total,fundamental,finais (6-9),76.1,0.76465303,240.25,237.47,4.6290002,3.5,3.6
2009,RO,total,fundamental,iniciais (1-5),87.2,0.872567,196.97,178.17,4.9672189,4.3,4
2009,RO,total,medio,todos (1-4),76.1,0.80718601,275.45,271.1,4.6168671,3.7,3.3
2009,RR,estadual,fundamental,finais (6-9),83,0.83328998,232.99,232.19,4.4198332,3.7,3.4
2009,RR,estadual,fundamental,iniciais (1-5),88.8,0.89600301,186.42,171.14,4.637949,4.2,3.9
2009,RR,estadual,medio,todos (1-4),80,0.80697298,263.86,260.8,4.2998948,3.5,3.4
2009,RR,privada,fundamental,finais (6-9),97.6,0.97494298,,,,,6.3
2009,RR,privada,fundamental,iniciais (1-5),99.6,0.99618798,,,,,6.4
2009,RR,privada,medio,todos (1-4),94.7,0.871876,,,,,4.8
2009,RR,publica,fundamental,finais (6-9),83.2,0.83551002,233.27,232.53,4.4301672,3.7,3.4
2009,RR,publica,fundamental,iniciais (1-5),90.3,0.90557998,187.52,172.36,4.68116,4.2,4
2009,RR,total,fundamental,finais (6-9),84,0.843036,233.27,232.53,4.4301672,3.7,3.6
2009,RR,total,fundamental,iniciais (1-5),90.7,0.90991902,187.52,172.36,4.68116,4.3,4.1
2009,RR,total,medio,todos (1-4),81.6,0.787422,263.86,260.8,4.2998948,3.4,3.6
2009,RS,estadual,fundamental,finais (6-9),74,0.741135,258.57,250.99,5.1593332,3.8,3.7
2009,RS,estadual,fundamental,iniciais (1-5),88.4,0.881859,211.72,191.13,5.4847999,4.8,4.6
2009,RS,estadual,medio,todos (1-4),65.3,0.705625,299.33,284.7,5.1558528,3.6,3.6
2009,RS,privada,fundamental,finais (6-9),94.3,0.94297701,290.42,279.04,6.158,5.8,6.2
2009,RS,privada,fundamental,iniciais (1-5),97.5,0.97241402,238.17,221.38,6.5406418,6.4,6.2
2009,RS,privada,medio,todos (1-4),91.6,0.92500502,334.82,316.22,6.125875,5.7,5.8
2009,RS,publica,fundamental,finais (6-9),76.3,0.76578701,256.98,249.5,5.1083331,3.9,3.8
2009,RS,publica,fundamental,iniciais (1-5),88.6,0.88582498,208.03,187.52,5.3488178,4.7,4.5
2009,RS,total,fundamental,finais (6-9),77.8,0.78106701,260.92,252.99,5.231833,4.1,4
2009,RS,total,fundamental,iniciais (1-5),89.4,0.89323097,211.16,191.02,5.4720988,4.9,4.7
2009,RS,total,medio,todos (1-4),68.3,0.73108703,304.8,289.57,5.3054342,3.9,3.9
2009,SC,estadual,fundamental,finais (6-9),84.6,0.84726501,252.55,245.05,4.96,4.2,4.3
2009,SC,estadual,fundamental,iniciais (1-5),95.8,0.95895499,203.55,184.19,5.2024608,5,4.7
2009,SC,estadual,medio,todos (1-4),81.6,0.833242,273.02,265.39,4.4972591,3.7,3.6
2009,SC,privada,fundamental,finais (6-9),96.8,0.96821803,307.23,285.98,6.5535002,6.3,6.1
2009,SC,privada,fundamental,iniciais (1-5),99,0.990197,258.32,233.83,7.1517529,7.1,6.7
2009,SC,privada,medio,todos (1-4),95.6,0.95493901,351.55,320.29,6.4219151,6.1,5.8
2009,SC,publica,fundamental,finais (6-9),86,0.86168897,254.78,247.11,5.0318332,4.3,4.3
2009,SC,publica,fundamental,iniciais (1-5),94.9,0.94850302,208.21,187.03,5.343153,5.1,4.7
2009,SC,total,fundamental,finais (6-9),86.8,0.87042803,260.36,251.25,5.1936669,4.5,4.5
2009,SC,total,fundamental,iniciais (1-5),95.2,0.952797,212.3,190.86,5.4911618,5.2,4.8
2009,SC,total,medio,todos (1-4),83.7,0.847431,286.98,275.17,4.8395839,4.1,3.9
2009,SE,estadual,fundamental,finais (6-9),62.9,0.63591099,231.66,227.44,4.3186669,2.7,3
2009,SE,estadual,fundamental,iniciais (1-5),80.4,0.81094199,186.13,167.83,4.5720062,3.7,3.4
2009,SE,estadual,medio,todos (1-4),65.1,0.70488101,255.22,253.97,4.0761509,2.9,3
2009,SE,privada,fundamental,finais (6-9),90,0.899975,283.54,267.47,5.8503332,5.3,5.9
2009,SE,privada,fundamental,iniciais (1-5),96.5,0.96575302,222.22,204.57,5.9299169,5.7,5.6
2009,SE,privada,medio,todos (1-4),88.1,0.90935302,311.42,294.27,5.4689202,5,5.6
2009,SE,publica,fundamental,finais (6-9),63.4,0.64704299,232.69,228.22,4.3486671,2.8,2.9
2009,SE,publica,fundamental,iniciais (1-5),75.1,0.76253599,184.3,166.27,4.5086722,3.4,3.2
2009,SE,total,fundamental,finais (6-9),66.8,0.67958498,242.53,235.83,4.6395001,3.2,3.2
2009,SE,total,fundamental,iniciais (1-5),78,0.79011601,191.58,173.6,4.7809181,3.8,3.4
2009,SE,total,medio,todos (1-4),69,0.737041,266.2,261.85,4.3483291,3.2,3.4
2009,SP,estadual,fundamental,finais (6-9),90.9,0.90679902,242.75,240.27,4.717,4.3,4
2009,SP,estadual,fundamental,iniciais (1-5),97.2,0.97760999,212.89,189.35,5.4747858,5.4,4.9
2009,SP,estadual,medio,todos (1-4),79.4,0.799676,270.66,268.69,4.5132241,3.6,3.4
2009,SP,privada,fundamental,finais (6-9),96.6,0.96598101,292.6,280.58,6.2198329,6,6.5
2009,SP,privada,fundamental,iniciais (1-5),98.5,0.98559099,262.89,237.17,7.3002019,7.2,6.8
2009,SP,privada,medio,todos (1-4),95.3,0.93710202,319.02,301.17,5.6788058,5.3,5.9
2009,SP,publica,fundamental,finais (6-9),90.9,0.907336,243.5,240.83,4.7389998,4.3,4
2009,SP,publica,fundamental,iniciais (1-5),95.5,0.95798302,214.19,190.72,5.5245371,5.3,4.9
2009,SP,total,fundamental,finais (6-9),91.7,0.91554302,250.22,246.27,4.9415002,4.5,4.4
2009,SP,total,fundamental,iniciais (1-5),95.9,0.96205801,220.55,196.78,5.7562938,5.5,5.1
2009,SP,total,medio,todos (1-4),81.7,0.84127802,278.1,273.67,4.6924191,3.9,3.7
2009,TO,estadual,fundamental,finais (6-9),86.1,0.86150599,233.82,234.61,4.474,3.9,3.5
2009,TO,estadual,fundamental,iniciais (1-5),92.4,0.92617601,193.16,176.35,4.8613229,4.5,4
2009,TO,estadual,medio,todos (1-4),80.8,0.83508497,251.97,249.91,3.969877,3.3,3
2009,TO,privada,fundamental,finais (6-9),93.5,0.93390203,,,,,5.3
2009,TO,privada,fundamental,iniciais (1-5),98.1,0.98096299,,,,,5.9
2009,TO,privada,medio,todos (1-4),89.7,0.89797997,,,,,5.5
2009,TO,publica,fundamental,finais (6-9),86.1,0.86286598,235.27,235.83,4.5186672,3.9,3.5
2009,TO,publica,fundamental,iniciais (1-5),90.9,0.90971297,194.19,176.72,4.8877339,4.4,3.8
2009,TO,total,fundamental,finais (6-9),86.5,0.86666,235.27,235.83,4.5186672,3.9,3.6
2009,TO,total,fundamental,iniciais (1-5),91.3,0.91411799,194.19,176.72,4.8877339,4.5,3.9
2009,TO,total,medio,todos (1-4),81.2,0.848611,251.97,249.91,3.969877,3.4,3.2
2011,AC,estadual,fundamental,finais (6-9),90.5,0.906057,240.89,236.83,4.6290002,4.2,4
2011,AC,estadual,fundamental,iniciais (1-5),89.1,0.89280099,202.08,188.32,5.2494998,4.7,4.2
2011,AC,estadual,medio,todos (1-4),78.7,0.82225198,254.89,253.38,4.0626841,3.3,3.3
2011,AC,privada,fundamental,finais (6-9),96.6,0.96624702,279.7,270.32,5.8338332,5.6,5.4
2011,AC,privada,fundamental,iniciais (1-5),98.8,0.98818302,227.88,218.35,6.2887292,6.2,6.3
2011,AC,privada,medio,todos (1-4),95.4,0.95381999,299.29,287.25,5.193316,5,5.9
2011,AC,publica,fundamental,finais (6-9),89.7,0.89884102,240.02,235.77,4.5966668,4.1,3.8
2011,AC,publica,fundamental,iniciais (1-5),87.3,0.87465298,200.24,185.21,5.1575789,4.5,4.1
2011,AC,total,fundamental,finais (6-9),90,0.90189302,243.33,238.74,4.701333,4.2,4
2011,AC,total,fundamental,iniciais (1-5),87.7,0.87894303,202.08,187.41,5.2329378,4.6,4.3
2011,AC,total,medio,todos (1-4),79.7,0.82996303,257.76,255.58,4.1359372,3.4,3.5
2011,AL,estadual,fundamental,finais (6-9),63.3,0.63690001,221.78,217.55,3.9890001,2.5,2.9
2011,AL,estadual,fundamental,iniciais (1-5),78.9,0.79999298,176.77,161.57,4.279108,3.4,3.7
2011,AL,estadual,medio,todos (1-4),67.1,0.718795,237.53,238.58,3.597307,2.6,3.1
2011,AL,privada,fundamental,finais (6-9),92.4,0.92446601,278.73,265.01,5.7290001,5.3,5.3
2011,AL,privada,fundamental,iniciais (1-5),97.7,0.977135,223.8,207.57,6.014678,5.9,5.9
2011,AL,privada,medio,todos (1-4),91,0.93214703,300.3,289.48,5.241034,4.9,4.7
2011,AL,publica,fundamental,finais (6-9),65.8,0.66447997,219.46,213.55,3.8835001,2.6,2.7
2011,AL,publica,fundamental,iniciais (1-5),82.8,0.83081901,174.77,158.94,4.193234,3.5,3.2
2011,AL,total,fundamental,finais (6-9),68.7,0.69293499,228.24,221.16,4.1568332,2.9,2.9
2011,AL,total,fundamental,iniciais (1-5),84.7,0.84933001,182.6,166.71,4.4840021,3.8,3.3
2011,AL,total,medio,todos (1-4),70.4,0.74930102,248.72,247.64,3.8902481,2.9,3.3
2011,AM,estadual,fundamental,finais (6-9),85.6,0.85624099,237.63,235.58,4.5536671,3.9,3.1
2011,AM,estadual,fundamental,iniciais (1-5),92.4,0.92739397,202.78,184.08,5.1857471,4.8,4.1
2011,AM,estadual,medio,todos (1-4),83.2,0.836128,253.33,254.77,4.0614419,3.4,2.5
2011,AM,privada,fundamental,finais (6-9),94.5,0.94474,287.45,278.64,6.1018329,5.8,5.9
